tau1,tau2,local_tpr,local_fpr,global_tpr,global_fpr
1.3783106180984555e-07,1.1851517872198003e-05,0.9741679999999999,0.0,1.0,0.0
1.3783106180984555e-07,1.6694600965277867e-05,0.972192,0.0,1.0,0.0
1.3783106180984555e-07,2.3516793747041554e-05,0.966264,0.0,1.0,0.0
1.3783106180984555e-07,3.312685276462292e-05,0.9544079999999999,0.0,1.0,0.0
1.3783106180984555e-07,4.6664030219980915e-05,0.94848,0.0,1.0,0.0
1.3783106180984555e-07,6.573312991256274e-05,0.930696,0.0,1.0,0.0
1.3783106180984555e-07,9.259475334069438e-05,0.9129120000000001,0.0,1.0,0.0
1.3783106180984555e-07,0.00013043328923525722,0.881296,0.0,1.0,0.0
1.3783106180984555e-07,0.00018373441611892432,0.8457279999999999,0.0,0.9999999999999999,0.0
1.3783106180984555e-07,0.0002588168700221416,0.78052,0.0,0.9999999999999327,0.0
1.3783106180984555e-07,0.0003645815172955977,0.709384,0.0,0.9999999999815332,0.0
1.3783106180984555e-07,0.0005135665335191993,0.618488,0.0,0.9999999957325931,0.0
1.3783106180984555e-07,0.0007234337777388782,0.511784,0.0,0.9999994081111435,0.0
1.3783106180984555e-07,0.00101906256855808,0.40508,0.0,0.9999691559509322,0.0
1.3783106180984555e-07,0.0014354990748179218,0.292448,0.0,0.9990110661147209,0.0
1.3783106180984555e-07,0.0020221109649026037,0.20155199999999998,0.0,0.9889099693184873,0.0
1.3783106180984555e-07,0.0028484398395714596,0.12053599999999999,0.0,0.9233766148608541,0.0
1.3783106180984555e-07,0.004012445241870639,0.063232,0.0,0.7292048159914043,0.0
1.3783106180984555e-07,0.0056521175540897,0.023712,0.0,0.3811875758043065,0.0
1.3783106180984555e-07,0.007961836466173225,0.013832,0.0,0.24313552448816889,0.0
1.9415526368431038e-07,1.9415526368431038e-07,0.976144,0.627264,1.0,0.9999999973206664
1.9415526368431038e-07,2.7349616205039916e-07,0.976144,0.5425200000000001,1.0,0.9999998387713385
1.9415526368431038e-07,3.852594528568679e-07,0.976144,0.36432000000000003,1.0,0.9998839163769623
1.9415526368431038e-07,5.426944382064915e-07,0.976144,0.21067200000000003,1.0,0.9911864640973803
1.9415526368431038e-07,7.644647031404026e-07,0.976144,0.17424,1.0,0.978269143971524
1.9415526368431038e-07,1.0768606442308563e-06,0.976144,0.144144,1.0,0.9555354406319408
1.9415526368431038e-07,1.5169161405746597e-06,0.976144,0.116424,1.0,0.9158840763720162
1.9415526368431038e-07,2.1367988419517605e-06,0.976144,0.08712,1.0,0.8384623177829204
1.9415526368431038e-07,3.0099945335387307e-06,0.976144,0.05385600000000001,1.0,0.6695202964185931
1.9415526368431038e-07,4.240018720553743e-06,0.976144,0.025344000000000002,1.0,0.4015509068877321
1.9415526368431038e-07,5.972688172795604e-06,0.976144,0.0063360000000000005,1.0,0.11937478552405434
1.9415526368431038e-07,8.413407194766748e-06,0.976144,0.0007920000000000001,1.0,0.015721384282628148
1.9415526368431038e-07,1.1851517872198003e-05,0.9741679999999999,0.0,1.0,0.0
1.9415526368431038e-07,1.6694600965277867e-05,0.972192,0.0,1.0,0.0
1.9415526368431038e-07,2.3516793747041554e-05,0.966264,0.0,1.0,0.0
1.9415526368431038e-07,3.312685276462292e-05,0.9544079999999999,0.0,1.0,0.0
