ligand_type,r_max,var_rate,ratio
nag,50,1.2004591078283704e-05,10
nag,50,0.0001544530816701,10
nag,50,0.0,10
nag,50,0.0001004666026961,10
nag,50,0.0,10
nag,50,0.0002939063965484,10
nag,50,4.758846154930098e-05,10
nag,50,0.0,10
nag,50,3.148642666314702e-05,10
nag,50,2.2430674045982584e-05,10
nag,50,0.0001992342012731,10
nag,50,0.0002477298026414,10
nag,50,1.514143811188899e-05,10
nag,50,0.0,10
nag,50,0.0,10
nag,50,3.5742032994860165e-05,10
nag,50,1.681220744682203e-05,10
nag,50,6.206040509238464e-05,10
nag,50,0.000435331381837,10
nag,50,0.0001461953185318,10
nag,50,0.0,10
